1 50 50 0.000037 0.000000 0.000012 0.000007 0.000015 0.005842
2 50 25 0.000117 0.000000 0.000006 0.000082 0.000023 0.005563
5 50 10 0.000146 0.000000 0.000002 0.000134 0.000005 0.005573
10 50 5 0.000207 0.000000 0.000002 0.000198 0.000003 0.005929
25 50 2 0.000397 0.000000 0.000005 0.000385 0.000002 0.006109
50 50 1 0.009999 0.000000 0.000004 0.009986 0.000002 0.007758
